Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
1,male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,three,two,own,house,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,seven to ten years,not married,two,none,rent,house,white,english
1,female,living together or not married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,three,none,live with parents/family,other,white,english
1,female,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,four,none,own,house,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,two,none,rent,apartment,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,three,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,graduated high school,clerical/service worker,one to three years,not married,four,none,rent,apartment,asian,english
1,female,living together or not married,25 thru 34,college graduate,professional/managerial,four to six years,not married,two,none,rent,apartment,white,english
0,female,married,18 thru 24,graduated high school,clerical/service worker,four to six years,not married,four,none,rent,other,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,female,single or never married,25 thru 34,college graduate,professional/managerial,four to six years,not married,one,none,rent,apartment,white,english
1,female,married,35 thru 44,grades 9 to 11,homemaker,more than ten years,yes,four,none,own,house,hispanic,english
1,female,living together or not married,18 thru 24,college graduate,clerical/service worker,less than one year,not married,two,none,rent,house,white,english
1,male,married,25 thru 34,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english
1,female,divorced or separated,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,graduated high school,student or hs or college,one to three years,not married,three,none,rent,apartment,white,english
1,female,living together or not married,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,no,two,none,rent,other,white,english
0,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,seven to ten years,not married,two,none,rent,apartment,white,english
1,male,single or never married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,two,none,rent,house,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,rent,house,white,english
0,female,divorced or separated,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,four,three,rent,house,white,english
1,female,married,18 thru 24,1 to 3 years of college,professional/managerial,four to six years,yes,two,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,white,english
0,male,divorced or separated,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,not married,six,two,rent,house,white,spanish
1,female,single or never married,45 thru 54,grad study,professional/managerial,more than ten years,not married,two,none,own,house,white,english
0,female,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,eight,one,rent,house,white,english
0,female,single or never married,18 thru 24,graduated high school,homemaker,more than ten years,not married,four,two,rent,apartment,hispanic,spanish
0,male,single or never married,18 thru 24,grad study,factory worker/laborer/driver,more than ten years,not married,nine or more,six,live with parents/family,house,hispanic,spanish
1,female,married,25 thru 34,1 to 3 years of college,student or hs or college,more than ten years,no,four,two,own,house,white,english
0,male,married,45 thru 54,grades 9 to 11,sales worker,more than ten years,yes,five,three,rent,apartment,white,spanish
0,male,single or never married,25 thru 34,college graduate,unemployed,more than ten years,not married,four,two,rent,house,hispanic,spanish
1,female,single or never married,25 thru 34,college graduate,professional/managerial,seven to ten years,not married,three,none,own,house,hispanic,english
1,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,house,white,english
0,male,single or never married,18 thru 24,grades 9 to 11,unemployed,more than ten years,not married,five,none,live with parents/family,house,white,spanish
0,male,widowed,55 thru 64,1 to 3 years of college,retired,seven to ten years,not married,six,none,own,house,white,english
0,male,married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,four to six years,no,seven,three,live with parents/family,apartment,hispanic,spanish
0,male,married,65 and over,grade 8 or less,factory worker/laborer/driver,more than ten years,no,two,none,own,house,hispanic,spanish
0,male,married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,four to six years,yes,five,none,rent,house,hispanic,spanish
1,female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,one,own,house,hispanic,english
0,female,married,45 thru 54,grades 9 to 11,factory worker/laborer/driver,four to six years,yes,five,two,rent,apartment,hispanic,spanish
0,male,living together or not married,35 thru 44,graduated high school,sales worker,more than ten years,no,one,none,rent,apartment,hispanic,english
0,female,married,18 thru 24,graduated high school,homemaker,more than ten years,no,four,two,rent,apartment,white,spanish
0,female,married,25 thru 34,grades 9 to 11,clerical/service worker,more than ten years,yes,four,none,rent,other,white,english
1,female,married,25 thru 34,graduated high school,professional/managerial,more than ten years,yes,four,two,rent,house,white,english
0,male,living together or not married,18 thru 24,graduated high school,sales worker,more than ten years,yes,three,none,rent,house,white,english
0,male,married,18 thru 24,graduated high school,factory worker/laborer/driver,four to six years,yes,two,none,rent,apartment,white,spanish
0,male,married,45 thru 54,graduated high school,professional/managerial,seven to ten years,yes,four,none,own,house,white,spanish
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,rent,house,white,english
0,female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,five,four,own,house,hispanic,english
1,male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,seven,one,live with parents/family,house,asian,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,two,live with parents/family,house,white,english
1,female,married,18 thru 24,graduated high school,professional/managerial,more than ten years,yes,two,none,own,condominium,white,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,hispanic,spanish
1,female,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,five,one,live with parents/family,house,hispanic,english
0,female,married,25 thru 34,graduated high school,homemaker,more than ten years,no,four,two,rent,house,white,spanish
1,male,married,35 thru 44,grad study,professional/managerial,more than ten years,no,three,none,own,house,white,english
1,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,five,three,rent,other,white,english
1,male,married,35 thru 44,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,five,none,rent,other,white,spanish
0,female,married,25 thru 34,grad study,clerical/service worker,seven to ten years,yes,three,one,rent,apartment,white,english
0,male,divorced or separated,35 thru 44,grades 9 to 11,factory worker/laborer/driver,seven to ten years,not married,two,none,live with parents/family,apartment,hispanic,spanish
0,female,married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,no,four,two,live with parents/family,house,white,english
0,male,divorced or separated,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,not married,four,none,live with parents/family,house,white,spanish
1,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,condominium,white,english
0,female,single or never married,18 thru 24,grades 9 to 11,clerical/service worker,more than ten years,not married,two,one,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,six,five,own,house,white,english
0,female,married,35 thru 44,grade 8 or less,homemaker,more than ten years,no,seven,three,own,other,asian,english
1,female,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,five,three,own,house,hispanic,english
0,male,married,25 thru 34,graduated high school,sales worker,more than ten years,yes,nine or more,two,rent,house,white,spanish
1,female,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,six,one,live with parents/family,house,white,english
0,female,living together or not married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,white,english
1,female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,five,two,own,house,white,english
1,female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,white,english
0,male,married,18 thru 24,grade 8 or less,factory worker/laborer/driver,seven to ten years,yes,five,one,rent,house,hispanic,spanish
0,female,married,35 thru 44,graduated high school,homemaker,seven to ten years,yes,nine or more,five,own,house,hispanic,spanish
1,female,married,35 thru 44,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,six,four,own,house,hispanic,spanish
0,male,single or never married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,one to three years,not married,five,none,rent,house,hispanic,spanish
0,female,single or never married,25 thru 34,graduated high school,homemaker,seven to ten years,not married,four,three,rent,apartment,hispanic,spanish
0,male,single or never married,14 thru 17,graduated high school,clerical/service worker,four to six years,not married,five,three,live with parents/family,house,white,spanish
0,female,married,25 thru 34,college graduate,professional/managerial,one to three years,yes,five,none,rent,apartment,hispanic,spanish
0,female,divorced or separated,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,nine or more,four,live with parents/family,house,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,unemployed,seven to ten years,not married,three,none,live with parents/family,house,white,spanish
0,female,married,25 thru 34,graduated high school,factory worker/laborer/driver,seven to ten years,yes,two,none,rent,apartment,hispanic,spanish
1,female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,three,two,rent,apartment,white,english
0,male,single or never married,35 thru 44,graduated high school,unemployed,more than ten years,not married,one,none,rent,apartment,white,english
1,male,single or never married,25 thru 34,college graduate,factory worker/laborer/driver,one to three years,not married,one,none,own,house,asian,spanish
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,white,spanish
0,female,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,four,none,live with parents/family,house,white,english
0,male,single or never married,25 thru 34,college graduate,factory worker/laborer/driver,more than ten years,not married,one,none,rent,condominium,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,own,house,hispanic,english
0,female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,white,english
0,female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,five,none,live with parents/family,house,white,english
0,female,single or never married,18 thru 24,graduated high school,sales worker,seven to ten years,not married,one,none,rent,apartment,hispanic,spanish
0,female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,two,two,own,condominium,white,english
1,female,married,45 thru 54,graduated high school,professional/managerial,seven to ten years,yes,two,none,own,condominium,white,english
1,female,married,25 thru 34,graduated high school,sales worker,more than ten years,yes,five,three,rent,house,hispanic,english
1,female,married,25 thru 34,1 to 3 years of college,student or hs or college,more than ten years,yes,four,two,own,house,white,english
0,female,single or never married,18 thru 24,graduated high school,professional/managerial,seven to ten years,not married,seven,three,rent,house,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,three,none,own,house,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,eight,six,live with parents/family,apartment,hispanic,spanish
0,female,married,25 thru 34,grades 9 to 11,homemaker,one to three years,no,five,none,live with parents/family,house,white,spanish
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,four,none,live with parents/family,house,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,yes,three,none,own,house,white,english
0,female,divorced or separated,35 thru 44,grades 9 to 11,professional/managerial,more than ten years,not married,five,two,rent,house,white,english
1,male,married,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,no,four,one,own,house,white,english
1,male,single or never married,25 thru 34,college graduate,sales worker,more than ten years,not married,six,none,live with parents/family,house,white,english
0,female,married,45 thru 54,grade 8 or less,unemployed,more than ten years,yes,four,none,own,house,white,english
0,female,married,25 thru 34,1 to 3 years of college,unemployed,more than ten years,no,six,four,rent,apartment,white,english
0,female,married,18 thru 24,grade 8 or less,homemaker,seven to ten years,no,eight,six,own,house,hispanic,spanish
1,female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,two,none,own,house,white,english
0,male,single or never married,18 thru 24,grades 9 to 11,sales worker,seven to ten years,not married,four,one,own,house,white,english
0,female,married,35 thru 44,graduated high school,sales worker,more than ten years,yes,three,one,rent,apartment,white,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,seven to ten years,yes,four,two,own,house,white,english
0,female,divorced or separated,25 thru 34,1 to 3 years of college,sales worker,more than ten years,not married,one,none,rent,mobile home,white,english
0,male,married,45 thru 54,1 to 3 years of college,student or hs or college,more than ten years,no,nine or more,nine or more,rent,house,hispanic,english
0,female,living together or not married,14 thru 17,grades 9 to 11,homemaker,seven to ten years,yes,six,two,rent,other,hispanic,spanish
0,female,married,35 thru 44,grade 8 or less,homemaker,less than one year,no,nine or more,four,rent,house,hispanic,spanish
0,female,married,18 thru 24,grad study,homemaker,less than one year,no,nine or more,three,rent,house,hispanic,spanish
1,female,married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,four,two,rent,house,black,english
0,female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,no,four,two,rent,other,hispanic,english
0,female,single or never married,25 thru 34,graduated high school,unemployed,more than ten years,not married,four,none,rent,apartment,hispanic,spanish
0,female,married,25 thru 34,graduated high school,homemaker,more than ten years,no,six,two,live with parents/family,house,white,spanish
0,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,six,two,own,house,white,spanish
0,female,married,25 thru 34,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,male,married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,no,four,two,rent,house,hispanic,english
0,male,single or never married,25 thru 34,graduated high school,clerical/service worker,four to six years,not married,three,none,rent,apartment,hispanic,english
0,male,single or never married,25 thru 34,1 to 3 years of college,unemployed,one to three years,not married,three,none,rent,house,hispanic,spanish
0,female,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,five,none,live with parents/family,house,white,english
1,male,married,45 thru 54,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,six,none,own,house,hispanic,spanish
0,male,married,55 thru 64,grade 8 or less,factory worker/laborer/driver,more than ten years,yes,two,none,own,mobile home,white,spanish
1,female,widowed,55 thru 64,college graduate,professional/managerial,more than ten years,not married,one,none,own,house,hispanic,english
1,male,widowed,45 thru 54,graduated high school,professional/managerial,more than ten years,not married,three,two,own,house,white,english
0,female,married,55 thru 64,grade 8 or less,homemaker,more than ten years,no,five,three,own,house,white,english
0,male,married,35 thru 44,1 to 3 years of college,unemployed,more than ten years,not married,four,two,own,house,hispanic,english
1,female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,hispanic,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,one,own,house,white,english
0,female,married,45 thru 54,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,none,own,mobile home,white,english
0,female,living together or not married,18 thru 24,grades 9 to 11,homemaker,seven to ten years,yes,five,none,rent,apartment,hispanic,spanish
1,male,married,55 thru 64,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,four,one,own,house,white,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,five,three,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,own,house,hispanic,spanish
0,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,none,rent,apartment,hispanic,spanish
0,female,divorced or separated,25 thru 34,graduated high school,sales worker,more than ten years,not married,one,none,rent,apartment,hispanic,english
0,male,divorced or separated,35 thru 44,graduated high school,unemployed,more than ten years,not married,one,none,rent,apartment,hispanic,spanish
0,male,single or never married,18 thru 24,grades 9 to 11,unemployed,more than ten years,not married,five,none,live with parents/family,house,white,spanish
1,male,married,25 thru 34,grade 8 or less,factory worker/laborer/driver,seven to ten years,yes,seven,five,rent,house,hispanic,spanish
0,female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,no,two,none,rent,apartment,white,english
1,male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,four to six years,not married,three,three,rent,apartment,hispanic,spanish
1,male,married,25 thru 34,graduated high school,homemaker,more than ten years,yes,five,three,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,hispanic,english
0,male,single or never married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,one to three years,not married,one,none,rent,apartment,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,four,two,rent,apartment,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,own,house,asian,english
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,four,two,rent,house,hispanic,spanish
0,male,married,45 thru 54,graduated high school,factory worker/laborer/driver,more than ten years,no,nine or more,five,own,house,white,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,six,four,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,five,three,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,own,house,hispanic,spanish
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,rent,house,hispanic,spanish
0,male,single or never married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,one,none,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,five,three,rent,house,hispanic,spanish
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,five,three,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,five,three,own,house,hispanic,spanish
1,male,married,25 thru 34,graduated high school,professional/managerial,one to three years,yes,four,two,rent,house,hispanic,english
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,more than ten years,yes,five,three,rent,house,hispanic,spanish
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,own,house,asian,english
1,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,four to six years,yes,five,three,rent,house,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,white,spanish
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,nine or more,six,live with parents/family,house,white,spanish
0,female,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,three,one,live with parents/family,house,hispanic,english
0,female,divorced or separated,25 thru 34,graduated high school,unemployed,more than ten years,not married,three,two,live with parents/family,house,hispanic,english
0,female,divorced or separated,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,three,one,rent,apartment,white,english
0,female,living together or not married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,two,none,rent,apartment,white,english
0,female,living together or not married,25 thru 34,grades 9 to 11,sales worker,four to six years,not married,four,two,rent,house,white,english
0,female,single or never married,18 thru 24,graduated high school,unemployed,more than ten years,not married,three,two,live with parents/family,apartment,hispanic,english
0,female,single or never married,35 thru 44,grades 9 to 11,clerical/service worker,more than ten years,not married,one,none,rent,apartment,white,english
1,female,married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,rent,house,hispanic,english
1,male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,five,three,own,house,hispanic,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,own,house,white,english
0,female,married,25 thru 34,graduated high school,unemployed,more than ten years,no,six,four,rent,house,hispanic,spanish
0,female,married,18 thru 24,graduated high school,unemployed,seven to ten years,no,five,three,rent,apartment,hispanic,spanish
1,male,married,18 thru 24,graduated high school,unemployed,four to six years,no,three,one,rent,apartment,white,spanish
0,male,married,35 thru 44,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,rent,apartment,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,eight,four,live with parents/family,house,white,spanish
1,female,married,25 thru 34,graduated high school,unemployed,seven to ten years,no,four,two,rent,apartment,white,spanish
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,one to three years,yes,four,two,rent,house,hispanic,spanish
1,female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,yes,five,three,rent,house,white,english
0,female,single or never married,25 thru 34,grades 9 to 11,unemployed,more than ten years,not married,four,three,live with parents/family,apartment,hispanic,english
0,female,single or never married,18 thru 24,graduated high school,unemployed,seven to ten years,not married,three,one,live with parents/family,house,hispanic,spanish
0,female,single or never married,25 thru 34,grades 9 to 11,unemployed,more than ten years,not married,one,two,live with parents/family,house,hispanic,english
0,female,single or never married,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,one,none,rent,apartment,white,english
0,female,single or never married,18 thru 24,grades 9 to 11,sales worker,more than ten years,not married,one,none,rent,apartment,white,english
0,female,living together or not married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,one,none,rent,apartment,white,english
0,female,living together or not married,25 thru 34,graduated high school,sales worker,more than ten years,not married,one,none,rent,house,white,english
0,female,living together or not married,18 thru 24,grades 9 to 11,homemaker,more than ten years,not married,two,none,rent,apartment,white,english
0,female,living together or not married,25 thru 34,1 to 3 years of college,homemaker,seven to ten years,not married,four,two,rent,apartment,white,spanish
0,female,living together or not married,25 thru 34,grades 9 to 11,clerical/service worker,more than ten years,not married,four,two,rent,apartment,white,english
1,female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,yes,five,three,rent,house,white,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,hispanic,spanish
1,male,married,25 thru 34,grades 9 to 11,factory worker/laborer/driver,more than ten years,yes,two,none,rent,house,hispanic,spanish
0,male,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,no,five,three,own,house,white,spanish
1,female,married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,four to six years,yes,five,two,own,house,white,english
0,female,married,35 thru 44,grad study,professional/managerial,more than ten years,no,seven,two,rent,house,white,english
1,female,living together or not married,14 thru 17,grade 8 or less,sales worker,seven to ten years,no,nine or more,five,live with parents/family,house,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,nine or more,none,rent,house,hispanic,spanish
0,female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,four to six years,not married,one,none,rent,apartment,white,english
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,two,none,rent,house,hispanic,spanish
0,male,divorced or separated,55 thru 64,1 to 3 years of college,retired,more than ten years,not married,one,none,rent,apartment,white,english
1,male,single or never married,18 thru 24,graduated high school,professional/managerial,more than ten years,not married,one,none,own,apartment,hispanic,english
0,male,divorced or separated,45 thru 54,graduated high school,factory worker/laborer/driver,more than ten years,not married,one,one,rent,apartment,white,english
1,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,three,one,rent,apartment,hispanic,english
1,female,single or never married,14 thru 17,grade 8 or less,unemployed,more than ten years,not married,five,three,own,house,hispanic,spanish
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,seven to ten years,not married,one,none,live with parents/family,house,white,spanish
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,four to six years,not married,one,none,live with parents/family,house,white,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,four to six years,not married,five,two,live with parents/family,house,white,spanish
0,male,married,35 thru 44,grade 8 or less,clerical/service worker,one to three years,yes,five,three,live with parents/family,apartment,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,six,two,live with parents/family,house,white,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,five,three,live with parents/family,house,white,spanish
1,female,married,35 thru 44,graduated high school,homemaker,more than ten years,yes,five,three,own,house,hispanic,spanish
0,male,living together or not married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,two,one,rent,apartment,white,english
0,female,widowed,55 thru 64,graduated high school,retired,more than ten years,not married,one,none,own,house,white,english
0,female,married,35 thru 44,grade 8 or less,homemaker,more than ten years,not married,nine or more,six,rent,house,hispanic,spanish
0,female,divorced or separated,35 thru 44,graduated high school,homemaker,more than ten years,not married,four,none,live with parents/family,other,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,six,five,live with parents/family,condominium,hispanic,english
0,male,married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,four to six years,no,five,two,live with parents/family,apartment,hispanic,spanish
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,five,none,own,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,two,live with parents/family,other,hispanic,english
0,male,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,other,hispanic,english
0,female,living together or not married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,no,three,two,rent,apartment,white,english
1,female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,condominium,hispanic,english
1,male,married,35 thru 44,grade 8 or less,professional/managerial,more than ten years,yes,eight,three,rent,house,hispanic,spanish
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,four,one,rent,house,hispanic,english
0,female,married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,yes,three,one,rent,apartment,hispanic,english
0,female,single or never married,18 thru 24,graduated high school,clerical/service worker,one to three years,not married,two,none,rent,apartment,hispanic,english
1,male,married,35 thru 44,grade 8 or less,professional/managerial,more than ten years,yes,four,one,rent,house,white,english
1,female,married,25 thru 34,graduated high school,clerical/service worker,more than ten years,yes,four,two,rent,house,hispanic,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,male,married,35 thru 44,graduated high school,professional/managerial,more than ten years,yes,three,none,own,house,hispanic,english
0,female,single or never married,14 thru 17,grades 9 to 11,sales worker,more than ten years,not married,six,three,own,condominium,white,english
0,female,divorced or separated,25 thru 34,grades 9 to 11,homemaker,more than ten years,not married,six,five,rent,house,white,spanish
0,female,married,25 thru 34,grades 9 to 11,homemaker,one to three years,yes,four,two,live with parents/family,house,hispanic,spanish
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,no,six,four,rent,house,hispanic,spanish
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,more than ten years,yes,nine or more,five,own,house,hispanic,spanish
0,male,single or never married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,one to three years,not married,three,one,rent,apartment,hispanic,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,four to six years,not married,four,one,live with parents/family,house,white,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,hispanic,english
