Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
1,male,married,35 thru 44,college graduate,professional/managerial,,yes,two,none,own,house,white,english
0,female,single or never married,14 thru 17,grade 8 or less,,more than ten years,not married,seven,four,live with parents/family,house,american indian,spanish
0,female,single or never married,14 thru 17,grades 9 to 11,professional/managerial,seven to ten years,not married,five,three,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,two,live with parents/family,house,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,other,other
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,one,live with parents/family,house,other,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,six,two,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,two,one,live with parents/family,apartment,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,one to three years,not married,four,one,live with parents/family,condominium,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,one,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,four,two,rent,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,clerical/service worker,more than ten years,not married,four,one,live with parents/family,house,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,two,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,grade 8 or less,student or hs or college,more than ten years,not married,three,one,live with parents/family,house,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,white,english
0,female,divorced or separated,25 thru 34,1 to 3 years of college,clerical/service worker,seven to ten years,not married,one,none,rent,apartment,white,english
1,female,married,45 thru 54,college graduate,homemaker,more than ten years,no,four,none,own,house,white,
0,male,single or never married,18 thru 24,1 to 3 years of college,sales worker,seven to ten years,not married,one,none,rent,apartment,white,english
1,female,single or never married,25 thru 34,grad study,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english
0,female,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english
0,female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,white,english
1,female,single or never married,25 thru 34,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,live with parents/family,house,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,white,english
1,male,living together or not married,25 thru 34,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,white,english
1,female,married,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,yes,four,two,own,house,white,english
1,male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,none,own,house,white,english
1,female,living together or not married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,seven to ten years,not married,one,none,rent,apartment,white,english
0,female,single or never married,25 thru 34,1 to 3 years of college,student or hs or college,seven to ten years,not married,three,none,live with parents/family,house,white,english
1,male,single or never married,25 thru 34,1 to 3 years of college,military,seven to ten years,not married,one,none,own,house,white,english
1,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,rent,apartment,white,english
1,male,single or never married,18 thru 24,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,female,living together or not married,35 thru 44,college graduate,sales worker,more than ten years,yes,two,none,rent,other,white,english
1,female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,live with parents/family,house,white,english
1,male,divorced or separated,25 thru 34,graduated high school,clerical/service worker,seven to ten years,not married,one,none,own,other,white,english
1,female,married,18 thru 24,college graduate,professional/managerial,one to three years,yes,two,none,rent,apartment,white,english
0,female,living together or not married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,,none,,,,
1,male,married,55 thru 64,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,female,single or never married,18 thru 24,1 to 3 years of college,unemployed,more than ten years,not married,five,none,live with parents/family,house,white,english
0,female,divorced or separated,65 and over,1 to 3 years of college,student or hs or college,more than ten years,not married,one,none,rent,apartment,white,english
0,female,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,own,house,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,female,married,18 thru 24,college graduate,professional/managerial,less than one year,yes,two,none,rent,apartment,white,english
1,male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,one,none,rent,apartment,white,english
1,male,divorced or separated,25 thru 34,graduated high school,sales worker,more than ten years,not married,two,none,own,house,white,english
1,male,living together or not married,25 thru 34,grad study,student or hs or college,less than one year,not married,two,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,three,one,rent,apartment,hispanic,spanish
1,male,single or never married,18 thru 24,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,none,live with parents/family,house,asian,other
1,female,married,45 thru 54,graduated high school,homemaker,more than ten years,no,four,one,own,house,white,english
0,male,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english
1,female,single or never married,25 thru 34,college graduate,professional/managerial,four to six years,not married,two,none,rent,house,white,english
1,female,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english
0,female,divorced or separated,35 thru 44,1 to 3 years of college,homemaker,more than ten years,not married,two,one,rent,house,white,english
0,male,single or never married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,none,own,house,other,
1,male,married,25 thru 34,grad study,sales worker,more than ten years,yes,three,one,own,house,white,english
1,male,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,
1,female,married,65 and over,graduated high school,retired,more than ten years,no,two,none,rent,apartment,white,english
1,male,married,45 thru 54,1 to 3 years of college,professional/managerial,seven to ten years,no,two,none,own,house,white,english
1,female,living together or not married,65 and over,graduated high school,retired,more than ten years,not married,,none,own,condominium,white,english
0,male,married,25 thru 34,graduated high school,sales worker,less than one year,yes,two,none,rent,apartment,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english
1,female,married,55 thru 64,college graduate,homemaker,less than one year,no,two,none,own,house,white,english
0,female,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,own,house,white,english
1,female,married,55 thru 64,graduated high school,retired,more than ten years,no,two,none,own,house,white,english
0,female,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,five,two,live with parents/family,house,hispanic,english
0,male,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,one,none,rent,apartment,white,english
1,female,married,25 thru 34,grad study,professional/managerial,more than ten years,yes,four,two,own,condominium,white,english
1,male,single or never married,18 thru 24,grades 9 to 11,factory worker/laborer/driver,,not married,four,none,own,house,white,english
0,female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,three,none,own,house,white,english
1,male,married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,no,five,three,rent,house,,english
0,male,single or never married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,none,rent,house,white,english
0,female,married,65 and over,1 to 3 years of college,retired,more than ten years,no,three,none,own,house,white,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,five,one,own,house,white,english
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,,none,live with parents/family,house,other,other
1,female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,four,two,own,house,white,english
1,male,living together or not married,18 thru 24,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,two,none,rent,other,white,english
1,male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,five,none,,house,hispanic,english
0,female,married,25 thru 34,college graduate,sales worker,four to six years,no,two,none,rent,other,white,english
1,male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,more than ten years,not married,six,one,live with parents/family,house,pacific islander,english
0,male,married,25 thru 34,college graduate,professional/managerial,four to six years,yes,two,none,rent,apartment,hispanic,spanish
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,one,none,own,apartment,white,english
1,female,married,45 thru 54,1 to 3 years of college,clerical/service worker,one to three years,yes,two,none,own,house,white,english
1,male,married,45 thru 54,grad study,professional/managerial,four to six years,yes,three,none,own,house,white,english
1,female,married,35 thru 44,grad study,professional/managerial,seven to ten years,yes,two,none,own,house,white,english
1,female,married,45 thru 54,graduated high school,professional/managerial,more than ten years,yes,three,none,own,house,white,english
1,female,married,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,yes,two,none,own,house,white,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,own,other,white,english
1,female,married,55 thru 64,graduated high school,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,male,married,45 thru 54,1 to 3 years of college,factory worker/laborer/driver,more than ten years,yes,three,none,own,house,other,english
1,female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,yes,three,none,own,house,white,english
1,female,married,45 thru 54,1 to 3 years of college,sales worker,more than ten years,no,two,none,own,house,white,english
0,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,three,none,own,house,asian,english
0,female,single or never married,18 thru 24,college graduate,sales worker,more than ten years,not married,two,none,live with parents/family,house,white,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,rent,house,white,english
1,male,single or never married,25 thru 34,grades 9 to 11,sales worker,more than ten years,not married,two,none,rent,apartment,white,english
0,male,single or never married,25 thru 34,college graduate,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,white,english
1,male,divorced or separated,55 thru 64,1 to 3 years of college,unemployed,more than ten years,not married,two,none,own,house,white,
1,female,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,condominium,white,english
0,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,live with parents/family,apartment,white,english
1,female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,female,single or never married,18 thru 24,graduated high school,student or hs or college,one to three years,not married,three,none,live with parents/family,apartment,white,english
1,male,divorced or separated,45 thru 54,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,none,own,house,white,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,four,none,own,house,white,english
1,male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,male,divorced or separated,65 and over,grad study,sales worker,more than ten years,not married,two,none,rent,apartment,white,english
0,female,married,25 thru 34,graduated high school,sales worker,more than ten years,yes,two,one,rent,apartment,black,english
1,male,single or never married,45 thru 54,grad study,unemployed,seven to ten years,not married,one,none,,apartment,white,english
1,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,five,none,live with parents/family,house,asian,english
1,female,married,35 thru 44,graduated high school,clerical/service worker,more than ten years,yes,four,none,own,house,pacific islander,english
1,female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,four,two,own,house,american indian,english
0,female,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,three,none,rent,house,white,english
1,male,married,65 and over,grade 8 or less,factory worker/laborer/driver,more than ten years,no,two,none,own,house,white,english
0,female,single or never married,18 thru 24,graduated high school,clerical/service worker,more than ten years,not married,two,none,live with parents/family,house,white,english
1,female,divorced or separated,55 thru 64,graduated high school,military,seven to ten years,not married,one,none,rent,,white,english
1,male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,six,none,live with parents/family,house,white,english
1,male,married,55 thru 64,college graduate,retired,more than ten years,no,two,none,own,house,white,english
0,female,married,55 thru 64,college graduate,professional/managerial,more than ten years,yes,three,none,own,house,white,other
1,male,married,65 and over,graduated high school,professional/managerial,four to six years,no,two,none,own,house,other,english
1,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,four,one,live with parents/family,house,white,english
0,male,single or never married,18 thru 24,graduated high school,student or hs or college,less than one year,not married,one,none,rent,apartment,white,english
1,male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,condominium,white,english
0,female,married,18 thru 24,1 to 3 years of college,clerical/service worker,one to three years,no,two,none,rent,apartment,hispanic,spanish
1,male,married,65 and over,grad study,professional/managerial,more than ten years,no,two,none,own,house,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,one to three years,not married,five,two,live with parents/family,house,white,english
1,female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,rent,condominium,white,english
0,male,single or never married,25 thru 34,graduated high school,factory worker/laborer/driver,less than one year,not married,four,one,live with parents/family,house,white,english
1,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,none,rent,house,white,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,no,three,one,own,house,white,english
1,female,married,35 thru 44,grad study,homemaker,one to three years,no,three,one,own,house,asian,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,white,english
0,female,single or never married,25 thru 34,college graduate,sales worker,less than one year,not married,one,none,rent,other,asian,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,no,four,two,rent,house,white,english
1,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,seven,none,own,house,asian,english
1,male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,female,single or never married,25 thru 34,graduated high school,sales worker,more than ten years,not married,three,none,live with parents/family,other,hispanic,english
1,female,widowed,45 thru 54,grad study,professional/managerial,less than one year,not married,one,none,rent,apartment,white,english
1,female,married,65 and over,college graduate,unemployed,more than ten years,no,two,none,rent,apartment,white,
1,female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,three,one,own,house,white,english
1,male,widowed,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,hispanic,
0,female,living together or not married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,yes,two,none,rent,condominium,white,english
0,female,widowed,65 and over,graduated high school,retired,more than ten years,not married,one,none,rent,apartment,white,english
1,female,married,65 and over,1 to 3 years of college,retired,,no,two,none,own,house,white,english
1,female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,four,none,own,house,white,english
1,male,married,65 and over,grad study,retired,more than ten years,no,two,none,own,house,white,english
1,male,single or never married,45 thru 54,graduated high school,clerical/service worker,seven to ten years,not married,one,none,rent,house,white,english
1,female,single or never married,18 thru 24,college graduate,professional/managerial,four to six years,not married,two,none,rent,house,white,english
1,female,married,35 thru 44,grad study,homemaker,seven to ten years,no,three,one,own,house,white,english
1,female,married,35 thru 44,1 to 3 years of college,homemaker,more than ten years,no,three,one,own,house,white,english
0,female,,65 and over,graduated high school,retired,more than ten years,no,two,none,own,house,white,english
1,female,divorced or separated,25 thru 34,graduated high school,professional/managerial,one to three years,not married,one,none,rent,house,white,english
1,male,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,one,none,own,condominium,white,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,seven to ten years,no,three,one,own,house,white,english
1,female,married,55 thru 64,1 to 3 years of college,professional/managerial,four to six years,yes,three,none,own,condominium,white,english
0,male,single or never married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,four,none,live with parents/family,house,white,english
0,male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,,none,rent,other,white,english
1,male,widowed,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,own,house,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,live with parents/family,house,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,sales worker,seven to ten years,not married,three,none,rent,apartment,hispanic,spanish
1,male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,three,none,own,house,white,english
1,male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,own,house,white,english
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,four to six years,not married,four,none,live with parents/family,house,asian,other
1,female,married,25 thru 34,grad study,professional/managerial,seven to ten years,yes,two,none,own,house,asian,english
1,male,single or never married,25 thru 34,graduated high school,professional/managerial,seven to ten years,not married,two,none,rent,house,white,english
1,male,married,25 thru 34,graduated high school,factory worker/laborer/driver,seven to ten years,yes,two,none,rent,house,white,english
0,female,married,55 thru 64,1 to 3 years of college,professional/managerial,four to six years,no,two,none,own,mobile home,white,english
1,male,married,25 thru 34,grad study,professional/managerial,four to six years,yes,two,none,own,house,white,english
0,male,single or never married,25 thru 34,graduated high school,factory worker/laborer/driver,one to three years,not married,one,none,rent,apartment,white,english
0,male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,three,none,live with parents/family,condominium,white,english
0,male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,live with parents/family,apartment,white,english
0,female,single or never married,25 thru 34,1 to 3 years of college,homemaker,seven to ten years,not married,one,none,rent,house,white,english
0,male,single or never married,35 thru 44,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,one,none,rent,apartment,white,english
0,male,married,45 thru 54,graduated high school,retired,more than ten years,no,three,one,rent,apartment,white,english
1,male,living together or not married,25 thru 34,1 to 3 years of college,sales worker,less than one year,not married,two,none,rent,apartment,white,english
1,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,white,english
0,female,single or never married,18 thru 24,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
0,male,,25 thru 34,1 to 3 years of college,clerical/service worker,one to three years,not married,one,none,rent,apartment,white,english
0,female,living together or not married,18 thru 24,graduated high school,student or hs or college,four to six years,not married,two,none,rent,apartment,white,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,two,one,rent,apartment,white,english
0,female,living together or not married,18 thru 24,college graduate,professional/managerial,one to three years,not married,two,none,rent,apartment,other,english
0,male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,three,none,live with parents/family,condominium,white,spanish
1,male,single or never married,18 thru 24,graduated high school,student or hs or college,more than ten years,not married,nine or more,six,live with parents/family,mobile home,white,other
0,female,divorced or separated,25 thru 34,college graduate,professional/managerial,less than one year,not married,one,none,rent,house,white,english
1,female,single or never married,45 thru 54,grad study,professional/managerial,seven to ten years,not married,one,none,own,house,white,english
1,male,living together or not married,25 thru 34,college graduate,professional/managerial,seven to ten years,no,two,none,rent,apartment,pacific islander,english
1,male,married,65 and over,graduated high school,clerical/service worker,more than ten years,no,two,none,own,house,white,english
0,female,divorced or separated,25 thru 34,graduated high school,clerical/service worker,more than ten years,not married,two,one,rent,apartment,white,english
1,female,single or never married,35 thru 44,college graduate,professional/managerial,more than ten years,not married,one,none,own,condominium,white,english
0,female,married,65 and over,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english
1,female,married,35 thru 44,college graduate,homemaker,more than ten years,yes,four,two,own,house,asian,english
0,female,single or never married,25 thru 34,college graduate,unemployed,more than ten years,not married,two,none,own,condominium,white,english
1,female,married,35 thru 44,college graduate,sales worker,more than ten years,yes,three,one,own,house,asian,english
1,male,married,45 thru 54,grad study,unemployed,more than ten years,yes,two,none,own,house,white,english
1,female,married,35 thru 44,grad study,homemaker,seven to ten years,not married,one,none,rent,house,american indian,spanish
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,live with parents/family,house,white,english
0,female,single or never married,55 thru 64,graduated high school,unemployed,more than ten years,not married,two,none,live with parents/family,apartment,white,english
1,female,married,35 thru 44,1 to 3 years of college,professional/managerial,,no,three,one,own,house,white,english
1,male,single or never married,18 thru 24,graduated high school,student or hs or college,less than one year,not married,three,none,live with parents/family,house,white,english
1,male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,rent,apartment,white,english
0,female,single or never married,18 thru 24,college graduate,unemployed,more than ten years,not married,two,none,live with parents/family,house,black,english
1,female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english
0,female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,not married,,none,own,house,hispanic,english
0,female,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,house,white,english
1,male,living together or not married,35 thru 44,grad study,professional/managerial,seven to ten years,not married,two,none,rent,house,white,english
1,female,married,55 thru 64,graduated high school,factory worker/laborer/driver,more than ten years,no,two,none,own,house,white,english
1,male,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,five,none,live with parents/family,house,black,english
1,male,married,45 thru 54,grad study,professional/managerial,seven to ten years,yes,three,none,own,house,white,english
1,female,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,one,none,live with parents/family,house,asian,other
0,male,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,seven to ten years,not married,seven,none,rent,house,white,english
0,female,single or never married,18 thru 24,graduated high school,factory worker/laborer/driver,more than ten years,not married,four,none,own,house,american indian,english
1,female,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,four,one,own,other,white,english
0,female,living together or not married,18 thru 24,graduated high school,sales worker,more than ten years,not married,five,one,live with parents/family,house,white,english
1,male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,condominium,white,english
0,female,widowed,55 thru 64,1 to 3 years of college,clerical/service worker,more than ten years,not married,three,none,own,,asian,english
1,male,married,45 thru 54,graduated high school,factory worker/laborer/driver,,yes,four,none,own,condominium,white,english
1,male,married,45 thru 54,college graduate,professional/managerial,more than ten years,no,two,none,own,house,white,english
1,male,divorced or separated,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,three,none,live with parents/family,house,white,english
1,female,married,65 and over,grad study,retired,more than ten years,no,two,none,own,house,white,english
0,male,married,25 thru 34,graduated high school,professional/managerial,more than ten years,yes,three,one,rent,apartment,white,english
0,female,divorced or separated,35 thru 44,graduated high school,factory worker/laborer/driver,,not married,one,none,live with parents/family,,asian,english
1,male,married,65 and over,,professional/managerial,more than ten years,no,two,none,own,,white,
0,female,single or never married,25 thru 34,1 to 3 years of college,factory worker/laborer/driver,more than ten years,not married,three,none,live with parents/family,house,white,english
1,male,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english
1,female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,four,none,own,house,white,english
0,male,widowed,65 and over,college graduate,retired,seven to ten years,not married,one,none,rent,apartment,white,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english
0,female,divorced or separated,45 thru 54,grades 9 to 11,factory worker/laborer/driver,more than ten years,not married,one,none,own,mobile home,white,english
1,female,divorced or separated,35 thru 44,grad study,professional/managerial,one to three years,not married,three,one,own,house,white,english
1,female,married,65 and over,graduated high school,retired,,no,two,none,own,condominium,white,english
1,female,married,35 thru 44,1 to 3 years of college,homemaker,four to six years,no,three,one,own,house,white,english
1,female,married,55 thru 64,grad study,professional/managerial,more than ten years,yes,four,none,own,house,asian,english
1,female,married,25 thru 34,1 to 3 years of college,professional/managerial,more than ten years,yes,four,two,rent,house,white,english
1,male,married,35 thru 44,college graduate,professional/managerial,,yes,four,two,own,house,white,english
1,female,married,45 thru 54,1 to 3 years of college,clerical/service worker,more than ten years,yes,three,one,own,house,white,english
1,male,married,35 thru 44,grad study,professional/managerial,more than ten years,yes,five,two,own,house,hispanic,english
1,female,living together or not married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,own,condominium,white,english
0,female,living together or not married,25 thru 34,,clerical/service worker,more than ten years,no,two,none,live with parents/family,house,white,english
1,male,married,65 and over,graduated high school,retired,more than ten years,no,two,none,own,other,white,english
1,female,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,male,married,55 thru 64,grad study,professional/managerial,seven to ten years,yes,three,none,own,house,white,english
1,female,married,45 thru 54,college graduate,homemaker,more than ten years,no,two,none,own,house,white,english
0,female,widowed,65 and over,graduated high school,homemaker,more than ten years,not married,one,none,rent,apartment,white,english
0,male,widowed,65 and over,1 to 3 years of college,retired,more than ten years,not married,,none,rent,apartment,white,english
1,male,married,65 and over,graduated high school,retired,one to three years,no,two,none,own,condominium,white,english
1,female,widowed,45 thru 54,grad study,clerical/service worker,more than ten years,not married,two,none,rent,apartment,white,english
1,female,single or never married,18 thru 24,graduated high school,sales worker,one to three years,not married,three,none,live with parents/family,condominium,white,english
1,female,married,35 thru 44,grad study,homemaker,seven to ten years,no,four,two,rent,house,white,english
1,male,single or never married,35 thru 44,grad study,professional/managerial,more than ten years,not married,one,none,rent,other,white,english
0,female,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,,five,,apartment,american indian,english
1,male,single or never married,35 thru 44,college graduate,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english
1,male,married,25 thru 34,grad study,professional/managerial,more than ten years,yes,three,one,own,house,asian,english
0,female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,one to three years,not married,two,none,rent,house,white,english
0,male,single or never married,18 thru 24,graduated high school,professional/managerial,seven to ten years,not married,two,none,live with parents/family,house,white,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,five,three,own,house,white,english
0,female,single or never married,18 thru 24,graduated high school,sales worker,more than ten years,not married,five,two,live with parents/family,house,white,english
1,male,married,55 thru 64,grades 9 to 11,unemployed,more than ten years,no,two,one,own,house,american indian,spanish
0,female,single or never married,18 thru 24,1 to 3 years of college,professional/managerial,seven to ten years,not married,one,none,rent,apartment,white,english
0,female,married,65 and over,1 to 3 years of college,homemaker,more than ten years,no,two,none,own,house,white,english
0,female,divorced or separated,35 thru 44,graduated high school,homemaker,more than ten years,not married,five,three,rent,house,white,english
1,female,divorced or separated,35 thru 44,1 to 3 years of college,clerical/service worker,more than ten years,not married,four,one,live with parents/family,house,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,one,none,rent,house,white,english
1,male,married,35 thru 44,college graduate,professional/managerial,more than ten years,yes,six,two,own,house,asian,other
1,female,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,two,none,rent,apartment,white,english
1,male,living together or not married,25 thru 34,1 to 3 years of college,professional/managerial,,not married,,none,rent,house,hispanic,english
1,male,single or never married,18 thru 24,college graduate,professional/managerial,one to three years,not married,one,none,rent,apartment,white,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,female,married,25 thru 34,college graduate,professional/managerial,,yes,three,one,own,house,asian,english
